carpeta,categoria,video_name,video_path,fps,frame_count,width,height,duration,resolution
1,ABECEDARIO,F,1/ABECEDARIO/F.mp4,29.97,67,600,480,2.235568902235569,600x480
1,ABECEDARIO,I,1/ABECEDARIO/I.mp4,29.97,62,600,480,2.0687354020687354,600x480
1,ABECEDARIO,J,1/ABECEDARIO/J.mp4,29.97,61,600,480,2.0353687020353686,600x480
1,ABECEDARIO,L,1/ABECEDARIO/L.mp4,29.97,58,600,480,1.9352686019352687,600x480
1,ABECEDARIO,P,1/ABECEDARIO/P.mp4,29.97,76,600,480,2.5358692025358693,600x480
1,ABECEDARIO,Q,1/ABECEDARIO/Q.mp4,29.97,69,600,480,2.3023023023023024,600x480
1,ABECEDARIO,S,1/ABECEDARIO/S.mp4,29.97,59,600,480,1.9686353019686353,600x480
1,ABECEDARIO,T,1/ABECEDARIO/T.mp4,29.97,70,600,480,2.335669002335669,600x480
1,ABECEDARIO,Y,1/ABECEDARIO/Y.mp4,29.97,63,600,480,2.1021021021021022,600x480
1,ALIMENTOS,ALIMENTOS,1/ALIMENTOS/ALIMENTOS.mp4,29.97,91,600,480,3.0363697030363697,600x480
1,ALIMENTOS,PAN,1/ALIMENTOS/PAN.mp4,29.97,75,600,480,2.5025025025025025,600x480
1,ALIMENTOS,LECHE,1/ALIMENTOS/LECHE.mp4,29.97,76,600,480,2.5358692025358693,600x480
1,ALIMENTOS,CARNE,1/ALIMENTOS/CARNE.mp4,29.97,83,600,480,2.7694361027694363,600x480
1,ALIMENTOS,FIDEO,1/ALIMENTOS/FIDEO.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,ALIMENTOS,QUESO,1/ALIMENTOS/QUESO.mp4,29.97,67,600,480,2.235568902235569,600x480
1,ALIMENTOS,SAL,1/ALIMENTOS/SAL.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,ALIMENTOS,ACEITE,1/ALIMENTOS/ACEITE.mp4,29.97,87,600,480,2.902902902902903,600x480
1,ALIMENTOS,CAFÉ,1/ALIMENTOS/CAFÉ.mp4,29.97,81,600,480,2.7027027027027026,600x480
1,ALIMENTOS,AZÚCAR,1/ALIMENTOS/AZÚCAR.mp4,29.97,63,600,480,2.1021021021021022,600x480
1,ALIMENTOS,TÉ,1/ALIMENTOS/TÉ.mp4,29.97,75,600,480,2.5025025025025025,600x480
1,ALIMENTOS,GALLETAS,1/ALIMENTOS/GALLETAS.mp4,29.97,74,600,480,2.469135802469136,600x480
1,ALIMENTOS,ARROZ(OPCIÓN_A),1/ALIMENTOS/ARROZ(OPCIÓN_A).mp4,29.97,72,600,480,2.4024024024024024,600x480
1,ALIMENTOS,ARROZ(OPCIÓN_B),1/ALIMENTOS/ARROZ(OPCIÓN_B).mp4,29.97,87,600,480,2.902902902902903,600x480
1,ANIMALES,PERRO,1/ANIMALES/PERRO.mp4,29.97,57,600,480,1.901901901901902,600x480
1,ANIMALES,GATO,1/ANIMALES/GATO.mp4,29.97,66,600,480,2.2022022022022023,600x480
1,ANIMALES,VACA,1/ANIMALES/VACA.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,ANIMALES,CÓNDOR,1/ANIMALES/CÓNDOR.mp4,29.97,81,600,480,2.7027027027027026,600x480
1,ANIMALES,LORO,1/ANIMALES/LORO.mp4,29.97,90,600,480,3.0030030030030033,600x480
1,ANIMALES,TORTUGA,1/ANIMALES/TORTUGA.mp4,29.97,81,600,480,2.7027027027027026,600x480
1,ANIMALES,VIBORA,1/ANIMALES/VIBORA.mp4,29.97,80,600,480,2.6693360026693362,600x480
1,ANIMALES,GALLO,1/ANIMALES/GALLO.mp4,29.97,69,600,480,2.3023023023023024,600x480
1,ANIMALES,GALLINA,1/ANIMALES/GALLINA.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,ANIMALES,PEZ,1/ANIMALES/PEZ.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,ANIMALES,PATO,1/ANIMALES/PATO.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,ANIMALES,CONEJO,1/ANIMALES/CONEJO.mp4,29.97,76,600,480,2.5358692025358693,600x480
1,ANIMALES,CHANCHO,1/ANIMALES/CHANCHO.mp4,29.97,70,600,480,2.335669002335669,600x480
1,ANIMALES,CABALLO,1/ANIMALES/CABALLO.mp4,29.97,82,600,480,2.7360694027360695,600x480
1,ANIMALES,LLAMA,1/ANIMALES/LLAMA.mp4,29.97,103,600,480,3.4367701034367704,600x480
1,ANIMALES,OVEJA,1/ANIMALES/OVEJA.mp4,29.97,84,600,480,2.8028028028028027,600x480
1,ANIMALES,ANIMALES,1/ANIMALES/ANIMALES.mp4,29.97,100,600,480,3.3366700033366703,600x480
1,ANIMALES,TORO,1/ANIMALES/TORO.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,CALENDARIO,CALENDARIO,1/CALENDARIO/CALENDARIO.mp4,29.97,80,600,480,2.6693360026693362,600x480
1,CALENDARIO,ENERO,1/CALENDARIO/ENERO.mp4,29.97,94,600,480,3.1364698031364697,600x480
1,CALENDARIO,FEBRERO,1/CALENDARIO/FEBRERO.mp4,29.97,99,600,480,3.3033033033033035,600x480
1,CALENDARIO,MARZO,1/CALENDARIO/MARZO.mp4,29.97,98,600,480,3.2699366032699366,600x480
1,CALENDARIO,ABRIL,1/CALENDARIO/ABRIL.mp4,29.97,83,600,480,2.7694361027694363,600x480
1,CALENDARIO,MAYO,1/CALENDARIO/MAYO.mp4,29.97,95,600,480,3.1698365031698366,600x480
1,CALENDARIO,JUNIO,1/CALENDARIO/JUNIO.mp4,29.97,97,600,480,3.2365699032365702,600x480
1,CALENDARIO,JULIO,1/CALENDARIO/JULIO.mp4,29.97,106,600,480,3.5368702035368704,600x480
1,CALENDARIO,AGOSTO,1/CALENDARIO/AGOSTO.mp4,29.97,95,600,480,3.1698365031698366,600x480
1,CALENDARIO,SEPTIEMBRE,1/CALENDARIO/SEPTIEMBRE.mp4,29.97,90,600,480,3.0030030030030033,600x480
1,CALENDARIO,OCTUBRE,1/CALENDARIO/OCTUBRE.mp4,29.97,99,600,480,3.3033033033033035,600x480
1,CALENDARIO,NOVIEMBRE,1/CALENDARIO/NOVIEMBRE.mp4,29.97,97,600,480,3.2365699032365702,600x480
1,CALENDARIO,DICIEMBRE,1/CALENDARIO/DICIEMBRE.mp4,29.97,98,600,480,3.2699366032699366,600x480
1,COLORES,COLORES,1/COLORES/COLORES.mp4,29.97,91,600,480,3.0363697030363697,600x480
1,COLORES,ROJO,1/COLORES/ROJO.mp4,29.97,81,600,480,2.7027027027027026,600x480
1,COLORES,AMARILLO,1/COLORES/AMARILLO.mp4,29.97,88,600,480,2.9362696029362696,600x480
1,COLORES,CAFÉ,1/COLORES/CAFÉ.mp4,29.97,86,600,480,2.8695362028695364,600x480
1,COLORES,AZUL,1/COLORES/AZUL.mp4,29.97,91,600,480,3.0363697030363697,600x480
1,COLORES,BLANCO,1/COLORES/BLANCO.mp4,29.97,78,600,480,2.6026026026026026,600x480
1,COLORES,VERDE,1/COLORES/VERDE.mp4,29.97,90,600,480,3.0030030030030033,600x480
1,COLORES,ROSADO,1/COLORES/ROSADO.mp4,29.97,91,600,480,3.0363697030363697,600x480
1,COLORES,NEGRO,1/COLORES/NEGRO.mp4,29.97,94,600,480,3.1364698031364697,600x480
1,COLORES,NARANJA,1/COLORES/NARANJA.mp4,29.97,86,600,480,2.8695362028695364,600x480
1,COLORES,CELESTE,1/COLORES/CELESTE.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,COLORES,LILA,1/COLORES/LILA.mp4,29.97,79,600,480,2.6359693026359694,600x480
1,CUERPO HUMANO,CUELLO,1/CUERPO HUMANO/CUELLO.mp4,29.97,110,600,480,3.6703370036703373,600x480
1,CUERPO HUMANO,CORAZÓN,1/CUERPO HUMANO/CORAZÓN.mp4,29.97,129,600,480,4.3043043043043046,600x480
1,CUERPO HUMANO,MANOS,1/CUERPO HUMANO/MANOS.mp4,29.97,99,600,480,3.3033033033033035,600x480
1,CUERPO HUMANO,BRAZO,1/CUERPO HUMANO/BRAZO.mp4,29.97,123,600,480,4.104104104104104,600x480
1,CUERPO HUMANO,ESTÓMAGO,1/CUERPO HUMANO/ESTÓMAGO.mp4,29.97,97,600,480,3.2365699032365702,600x480
1,CUERPO HUMANO,DEDOS,1/CUERPO HUMANO/DEDOS.mp4,29.97,90,600,480,3.0030030030030033,600x480
1,CUERPO HUMANO,PIES,1/CUERPO HUMANO/PIES.mp4,29.97,80,600,480,2.6693360026693362,600x480
1,CUERPO HUMANO,PULMONES,1/CUERPO HUMANO/PULMONES.mp4,29.97,134,600,480,4.471137804471138,600x480
1,CUERPO HUMANO,NARIZ,1/CUERPO HUMANO/NARIZ.mp4,29.97,60,600,480,2.002002002002002,600x480
1,CUERPO HUMANO,OJOS,1/CUERPO HUMANO/OJOS.mp4,29.97,85,600,480,2.8361695028361695,600x480
1,CUERPO HUMANO,CUERPO_HUMANO,1/CUERPO HUMANO/CUERPO_HUMANO.mp4,29.97,156,600,480,5.205205205205205,600x480
1,DEPARTAMENTOS DE BOLIVIA,LA_PAZ,1/DEPARTAMENTOS DE BOLIVIA/LA_PAZ.mp4,29.97,96,600,480,3.2032032032032034,600x480
1,DEPARTAMENTOS DE BOLIVIA,SANTA_CRUZ,1/DEPARTAMENTOS DE BOLIVIA/SANTA_CRUZ.mp4,29.97,102,600,480,3.4034034034034035,600x480
1,DEPARTAMENTOS DE BOLIVIA,COCHABAMBA,1/DEPARTAMENTOS DE BOLIVIA/COCHABAMBA.mp4,29.97,96,600,480,3.2032032032032034,600x480
1,DEPARTAMENTOS DE BOLIVIA,ORURO,1/DEPARTAMENTOS DE BOLIVIA/ORURO.mp4,29.97,87,600,480,2.902902902902903,600x480
1,DEPARTAMENTOS DE BOLIVIA,TARIJA,1/DEPARTAMENTOS DE BOLIVIA/TARIJA.mp4,29.97,89,600,480,2.9696363029696364,600x480
1,DEPARTAMENTOS DE BOLIVIA,BENI,1/DEPARTAMENTOS DE BOLIVIA/BENI.mp4,29.97,97,600,480,3.2365699032365702,600x480
1,DEPARTAMENTOS DE BOLIVIA,CHUQUISACA,1/DEPARTAMENTOS DE BOLIVIA/CHUQUISACA.mp4,29.97,111,600,480,3.7037037037037037,600x480
1,DEPARTAMENTOS DE BOLIVIA,PANDO,1/DEPARTAMENTOS DE BOLIVIA/PANDO.mp4,29.97,88,600,480,2.9362696029362696,600x480
1,DEPARTAMENTOS DE BOLIVIA,LITORAL,1/DEPARTAMENTOS DE BOLIVIA/LITORAL.mp4,29.97,89,600,480,2.9696363029696364,600x480
1,DEPARTAMENTOS DE BOLIVIA,DEPARTAMENTOS_DE_BOLIVIA,1/DEPARTAMENTOS DE BOLIVIA/DEPARTAMENTOS_DE_BOLIVIA.mp4,29.97,162,600,480,5.405405405405405,600x480
1,DEPARTAMENTOS DE BOLIVIA,POTOSÍ,1/DEPARTAMENTOS DE BOLIVIA/POTOSÍ.mp4,29.97,100,600,480,3.3366700033366703,600x480
1,DIAS DE LA SEMANA,MIÉRCOLES,1/DIAS DE LA SEMANA/MIÉRCOLES.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,DIAS DE LA SEMANA,JUEVES,1/DIAS DE LA SEMANA/JUEVES.mp4,29.97,73,600,480,2.4357691024357693,600x480
1,DIAS DE LA SEMANA,VIERNES,1/DIAS DE LA SEMANA/VIERNES.mp4,29.97,62,600,480,2.0687354020687354,600x480
1,DIAS DE LA SEMANA,SÁBADO,1/DIAS DE LA SEMANA/SÁBADO.mp4,29.97,61,600,480,2.0353687020353686,600x480
1,DIAS DE LA SEMANA,LUNES,1/DIAS DE LA SEMANA/LUNES.mp4,29.97,48,600,480,1.6016016016016017,600x480
1,DIAS DE LA SEMANA,MARTES,1/DIAS DE LA SEMANA/MARTES.mp4,29.97,69,600,480,2.3023023023023024,600x480
1,DIAS DE LA SEMANA,DOMINGO,1/DIAS DE LA SEMANA/DOMINGO.mp4,29.97,64,600,480,2.135468802135469,600x480
1,DIAS DE LA SEMANA,DÍAS_DE_LA_SEMANA,1/DIAS DE LA SEMANA/DÍAS_DE_LA_SEMANA.mp4,29.97,103,600,480,3.4367701034367704,600x480
1,FAMILIA,FAMILIA,1/FAMILIA/FAMILIA.mp4,29.97,126,600,480,4.2042042042042045,600x480
1,FAMILIA,HOMBRE,1/FAMILIA/HOMBRE.mp4,29.97,86,600,480,2.8695362028695364,600x480
1,FAMILIA,MUJER,1/FAMILIA/MUJER.mp4,29.97,101,600,480,3.3700367033700367,600x480
1,FAMILIA,PAPÁ,1/FAMILIA/PAPÁ.mp4,29.97,84,600,480,2.8028028028028027,600x480
1,FAMILIA,ESPOSO,1/FAMILIA/ESPOSO.mp4,29.97,96,600,480,3.2032032032032034,600x480
1,FAMILIA,MAMÁ,1/FAMILIA/MAMÁ.mp4,29.97,111,600,480,3.7037037037037037,600x480
1,FAMILIA,ESPOSA,1/FAMILIA/ESPOSA.mp4,29.97,108,600,480,3.6036036036036037,600x480
1,FAMILIA,BEBÉ,1/FAMILIA/BEBÉ.mp4,29.97,129,600,480,4.3043043043043046,600x480
1,FAMILIA,ABUELO,1/FAMILIA/ABUELO.mp4,29.97,114,600,480,3.803803803803804,600x480
1,FAMILIA,ABUELA,1/FAMILIA/ABUELA.mp4,29.97,121,600,480,4.037370704037371,600x480
1,FAMILIA,HIJO,1/FAMILIA/HIJO.mp4,29.97,129,600,480,4.3043043043043046,600x480
1,FAMILIA,HIJA,1/FAMILIA/HIJA.mp4,29.97,138,600,480,4.604604604604605,600x480
1,FAMILIA,HERMANA,1/FAMILIA/HERMANA.mp4,29.97,124,600,480,4.137470804137471,600x480
1,FAMILIA,HERMANO,1/FAMILIA/HERMANO.mp4,29.97,103,600,480,3.4367701034367704,600x480
1,FRUTAS,GUINEO,1/FRUTAS/GUINEO.mp4,29.97,93,600,480,3.1031031031031033,600x480
1,FRUTAS,FRUTAS,1/FRUTAS/FRUTAS.mp4,29.97,69,600,480,2.3023023023023024,600x480
1,FRUTAS,MANZANA,1/FRUTAS/MANZANA.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,FRUTAS,NARANJA,1/FRUTAS/NARANJA.mp4,29.97,57,600,480,1.901901901901902,600x480
1,FRUTAS,UVA,1/FRUTAS/UVA.mp4,29.97,85,600,480,2.8361695028361695,600x480
1,FRUTAS,PIÑA,1/FRUTAS/PIÑA.mp4,29.97,120,600,480,4.004004004004004,600x480
1,FRUTAS,PLÁTANO,1/FRUTAS/PLÁTANO.mp4,29.97,84,600,480,2.8028028028028027,600x480
1,LUGARES,HOTEL,1/LUGARES/HOTEL.mp4,29.97,71,600,480,2.3690357023690356,600x480
1,LUGARES,LUGARES,1/LUGARES/LUGARES.mp4,29.97,115,600,480,3.8371705038371706,600x480
1,LUGARES,CASA,1/LUGARES/CASA.mp4,29.97,103,600,480,3.4367701034367704,600x480
1,LUGARES,CUARTO,1/LUGARES/CUARTO.mp4,29.97,97,600,480,3.2365699032365702,600x480
1,LUGARES,DORMITORIO,1/LUGARES/DORMITORIO.mp4,29.97,114,600,480,3.803803803803804,600x480
1,LUGARES,BAÑO,1/LUGARES/BAÑO.mp4,29.97,73,600,480,2.4357691024357693,600x480
1,LUGARES,PLAZA,1/LUGARES/PLAZA.mp4,29.97,99,600,480,3.3033033033033035,600x480
1,LUGARES,ESCUELA,1/LUGARES/ESCUELA.mp4,29.97,102,600,480,3.4034034034034035,600x480
1,LUGARES,HOSPITAL,1/LUGARES/HOSPITAL.mp4,29.97,137,600,480,4.571237904571238,600x480
1,LUGARES,IGLESIA,1/LUGARES/IGLESIA.mp4,29.97,85,600,480,2.8361695028361695,600x480
1,LUGARES,FARMACIA,1/LUGARES/FARMACIA.mp4,29.97,105,600,480,3.5035035035035036,600x480
1,LUGARES,MERCADO,1/LUGARES/MERCADO.mp4,29.97,89,600,480,2.9696363029696364,600x480
1,LUGARES,JARDIN,1/LUGARES/JARDIN.mp4,29.97,126,600,480,4.2042042042042045,600x480
1,LUGARES,RESTAURANTE,1/LUGARES/RESTAURANTE.mp4,29.97,67,600,480,2.235568902235569,600x480
1,MEDIOS DE TRANSPORTE,MEDIOS_DE_TRANSPORTE,1/MEDIOS DE TRANSPORTE/MEDIOS_DE_TRANSPORTE.mp4,29.97,89,600,480,2.9696363029696364,600x480
1,MEDIOS DE TRANSPORTE,AUTO,1/MEDIOS DE TRANSPORTE/AUTO.mp4,29.97,75,600,480,2.5025025025025025,600x480
1,MEDIOS DE TRANSPORTE,TREN,1/MEDIOS DE TRANSPORTE/TREN.mp4,29.97,76,600,480,2.5358692025358693,600x480
1,MEDIOS DE TRANSPORTE,AVIÓN,1/MEDIOS DE TRANSPORTE/AVIÓN.mp4,29.97,81,600,480,2.7027027027027026,600x480
1,MEDIOS DE TRANSPORTE,FLOTA,1/MEDIOS DE TRANSPORTE/FLOTA.mp4,29.97,67,600,480,2.235568902235569,600x480
1,MEDIOS DE TRANSPORTE,MICRO,1/MEDIOS DE TRANSPORTE/MICRO.mp4,29.97,67,600,480,2.235568902235569,600x480
1,MEDIOS DE TRANSPORTE,TRUFI,1/MEDIOS DE TRANSPORTE/TRUFI.mp4,29.97,71,600,480,2.3690357023690356,600x480
1,MEDIOS DE TRANSPORTE,TAXI,1/MEDIOS DE TRANSPORTE/TAXI.mp4,29.97,81,600,480,2.7027027027027026,600x480
1,MEDIOS DE TRANSPORTE,MOTOCICLETA,1/MEDIOS DE TRANSPORTE/MOTOCICLETA.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,MEDIOS DE TRANSPORTE,HELICÓPTERO,1/MEDIOS DE TRANSPORTE/HELICÓPTERO.mp4,29.97,91,600,480,3.0363697030363697,600x480
1,MEDIOS DE TRANSPORTE,BICICLETA,1/MEDIOS DE TRANSPORTE/BICICLETA.mp4,29.97,80,600,480,2.6693360026693362,600x480
1,MEDIOS DE TRANSPORTE,BARCO,1/MEDIOS DE TRANSPORTE/BARCO.mp4,29.97,79,600,480,2.6359693026359694,600x480
1,NATURALEZA,NATURALEZA,1/NATURALEZA/NATURALEZA.mp4,29.97,69,600,480,2.3023023023023024,600x480
1,NATURALEZA,ÁRBOL,1/NATURALEZA/ÁRBOL.mp4,29.97,67,600,480,2.235568902235569,600x480
1,NATURALEZA,BOSQUE,1/NATURALEZA/BOSQUE.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,NATURALEZA,FLOR,1/NATURALEZA/FLOR.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,NATURALEZA,PASTO,1/NATURALEZA/PASTO.mp4,29.97,90,600,480,3.0030030030030033,600x480
1,NATURALEZA,MAR,1/NATURALEZA/MAR.mp4,29.97,76,600,480,2.5358692025358693,600x480
1,NATURALEZA,PIEDRA,1/NATURALEZA/PIEDRA.mp4,29.97,95,600,480,3.1698365031698366,600x480
1,NATURALEZA,TIERRA,1/NATURALEZA/TIERRA.mp4,29.97,108,600,480,3.6036036036036037,600x480
1,NATURALEZA,HOJA,1/NATURALEZA/HOJA.mp4,29.97,88,600,480,2.9362696029362696,600x480
1,NATURALEZA,CALOR,1/NATURALEZA/CALOR.mp4,29.97,103,600,480,3.4367701034367704,600x480
1,NATURALEZA,CAMPO,1/NATURALEZA/CAMPO.mp4,29.97,82,600,480,2.7360694027360695,600x480
1,NATURALEZA,VALLE,1/NATURALEZA/VALLE.mp4,29.97,85,600,480,2.8361695028361695,600x480
1,NATURALEZA,LUNA,1/NATURALEZA/LUNA.mp4,29.97,69,600,480,2.3023023023023024,600x480
1,NATURALEZA,NIEVE,1/NATURALEZA/NIEVE.mp4,29.97,156,600,480,5.205205205205205,600x480
1,NATURALEZA,SOL,1/NATURALEZA/SOL.mp4,29.97,89,600,480,2.9696363029696364,600x480
1,NATURALEZA,ESTRELLA,1/NATURALEZA/ESTRELLA.mp4,29.97,78,600,480,2.6026026026026026,600x480
1,NATURALEZA,NUBE,1/NATURALEZA/NUBE.mp4,29.97,96,600,480,3.2032032032032034,600x480
1,NATURALEZA,CIELO,1/NATURALEZA/CIELO.mp4,29.97,87,600,480,2.902902902902903,600x480
1,NATURALEZA,LLUVIA,1/NATURALEZA/LLUVIA.mp4,29.97,96,600,480,3.2032032032032034,600x480
1,NATURALEZA,MONTAÑA,1/NATURALEZA/MONTAÑA.mp4,29.97,95,600,480,3.1698365031698366,600x480
1,NATURALEZA,RÍO,1/NATURALEZA/RÍO.mp4,29.97,72,600,480,2.4024024024024024,600x480
1,NATURALEZA,FRÍO,1/NATURALEZA/FRÍO.mp4,29.97,60,600,480,2.002002002002002,600x480
1,NÚMEROS 1 AL 50,CERO,1/NÚMEROS 1 AL 50/CERO.mp4,29.97,59,1280,720,1.9686353019686353,1280x720
1,NÚMEROS 1 AL 50,UNO,1/NÚMEROS 1 AL 50/UNO.mp4,29.97,54,1280,720,1.8018018018018018,1280x720
1,NÚMEROS 1 AL 50,DOS,1/NÚMEROS 1 AL 50/DOS.mp4,29.97,63,1280,720,2.1021021021021022,1280x720
1,NÚMEROS 1 AL 50,TRES,1/NÚMEROS 1 AL 50/TRES.mp4,29.97,60,1280,720,2.002002002002002,1280x720
1,NÚMEROS 1 AL 50,CUATRO,1/NÚMEROS 1 AL 50/CUATRO.mp4,29.97,58,1280,720,1.9352686019352687,1280x720
1,NÚMEROS 1 AL 50,CINCO,1/NÚMEROS 1 AL 50/CINCO.mp4,29.97,53,1280,720,1.7684351017684352,1280x720
1,NÚMEROS 1 AL 50,SEIS,1/NÚMEROS 1 AL 50/SEIS.mp4,29.97,58,1280,720,1.9352686019352687,1280x720
1,NÚMEROS 1 AL 50,SIETE,1/NÚMEROS 1 AL 50/SIETE.mp4,29.97,57,1280,720,1.901901901901902,1280x720
1,NÚMEROS 1 AL 50,NUEVE,1/NÚMEROS 1 AL 50/NUEVE.mp4,29.97,65,1280,720,2.1688355021688355,1280x720
1,NÚMEROS 1 AL 50,DIEZ,1/NÚMEROS 1 AL 50/DIEZ.mp4,29.97,74,1280,720,2.469135802469136,1280x720
1,NÚMEROS 1 AL 50,ONCE,1/NÚMEROS 1 AL 50/ONCE.mp4,29.97,70,1280,720,2.335669002335669,1280x720
1,NÚMEROS 1 AL 50,DOCE,1/NÚMEROS 1 AL 50/DOCE.mp4,29.97,72,1280,720,2.4024024024024024,1280x720
1,NÚMEROS 1 AL 50,TRECE,1/NÚMEROS 1 AL 50/TRECE.mp4,29.97,65,1280,720,2.1688355021688355,1280x720
1,NÚMEROS 1 AL 50,CATORCE,1/NÚMEROS 1 AL 50/CATORCE.mp4,29.97,68,1280,720,2.2689356022689355,1280x720
1,NÚMEROS 1 AL 50,QUINCE,1/NÚMEROS 1 AL 50/QUINCE.mp4,29.97,60,1280,720,2.002002002002002,1280x720
1,NÚMEROS 1 AL 50,DIECISÉIS,1/NÚMEROS 1 AL 50/DIECISÉIS.mp4,29.97,79,1280,720,2.6359693026359694,1280x720
1,NÚMEROS 1 AL 50,DIECISIETE,1/NÚMEROS 1 AL 50/DIECISIETE.mp4,29.97,86,1280,720,2.8695362028695364,1280x720
1,NÚMEROS 1 AL 50,DIECIOCHO,1/NÚMEROS 1 AL 50/DIECIOCHO.mp4,29.97,87,1280,720,2.902902902902903,1280x720
1,NÚMEROS 1 AL 50,DIECINUEVE,1/NÚMEROS 1 AL 50/DIECINUEVE.mp4,29.97,92,1280,720,3.0697364030697365,1280x720
1,NÚMEROS 1 AL 50,VEINTE,1/NÚMEROS 1 AL 50/VEINTE.mp4,29.97,60,1280,720,2.002002002002002,1280x720
1,NÚMEROS 1 AL 50,VEINTIUNO,1/NÚMEROS 1 AL 50/VEINTIUNO.mp4,29.97,54,1280,720,1.8018018018018018,1280x720
1,NÚMEROS 1 AL 50,VEINTIDÓS,1/NÚMEROS 1 AL 50/VEINTIDÓS.mp4,29.97,58,1280,720,1.9352686019352687,1280x720
1,NÚMEROS 1 AL 50,VEINTITRÉS,1/NÚMEROS 1 AL 50/VEINTITRÉS.mp4,29.97,65,1280,720,2.1688355021688355,1280x720
1,NÚMEROS 1 AL 50,VEINTICUATRO,1/NÚMEROS 1 AL 50/VEINTICUATRO.mp4,29.97,62,1280,720,2.0687354020687354,1280x720
1,NÚMEROS 1 AL 50,VEINTICINCO,1/NÚMEROS 1 AL 50/VEINTICINCO.mp4,29.97,66,1280,720,2.2022022022022023,1280x720
1,NÚMEROS 1 AL 50,VEINTISÉIS,1/NÚMEROS 1 AL 50/VEINTISÉIS.mp4,29.97,70,1280,720,2.335669002335669,1280x720
1,NÚMEROS 1 AL 50,VEINTISIETE,1/NÚMEROS 1 AL 50/VEINTISIETE.mp4,29.97,66,1280,720,2.2022022022022023,1280x720
1,NÚMEROS 1 AL 50,VEINTIOCHO,1/NÚMEROS 1 AL 50/VEINTIOCHO.mp4,29.97,66,1280,720,2.2022022022022023,1280x720
1,NÚMEROS 1 AL 50,VEINTINUEVE,1/NÚMEROS 1 AL 50/VEINTINUEVE.mp4,29.97,81,1280,720,2.7027027027027026,1280x720
1,NÚMEROS 1 AL 50,TREINTA,1/NÚMEROS 1 AL 50/TREINTA.mp4,29.97,67,1280,720,2.235568902235569,1280x720
1,NÚMEROS 1 AL 50,CUARENTA,1/NÚMEROS 1 AL 50/CUARENTA.mp4,29.97,59,1280,720,1.9686353019686353,1280x720
